# Y1,Y2,label
7.443970147171170026e+01,-2.481384406220757910e+01,3.000000000000000000e+00
-6.802028543555749707e+01,-5.489173387703331741e+00,2.000000000000000000e+00
-2.347373113088232444e+01,7.861778693506471427e+01,1.000000000000000000e+00
-1.405767705421705216e+01,6.126137176685817565e+01,1.000000000000000000e+00
-3.073962030361764519e+01,9.144541012959655291e+01,1.000000000000000000e+00
-2.424016450299334480e+01,-4.483921423324882527e-01,2.000000000000000000e+00
-5.823015090324346943e+01,6.409949838486819829e+01,1.000000000000000000e+00
3.361999455841908002e+01,3.594808941276592407e+01,1.000000000000000000e+00
-5.974488415881531722e+01,6.164163927045667180e+01,1.000000000000000000e+00
2.767097420275006669e+01,-2.020451312892524443e-01,3.000000000000000000e+00
-1.045422785428253931e+01,5.248182808079179296e+01,1.000000000000000000e+00
-5.217017118108263674e+01,-2.871431350072216304e+01,2.000000000000000000e+00
2.567937157491733657e+01,-8.227348699585401448e+01,3.000000000000000000e+00
4.364779777784853820e+01,5.408013985326734030e+01,1.000000000000000000e+00
-3.251561621431586246e+01,8.079490100366612637e+01,1.000000000000000000e+00
2.202502930170243545e+01,5.538029680869951221e+01,1.000000000000000000e+00
3.862711108343935251e+01,-6.081849377725020211e+00,3.000000000000000000e+00
-4.627917506077260867e+01,-3.840063511709922039e+01,2.000000000000000000e+00
2.840012406261420708e+01,-1.524910647716232148e+01,3.000000000000000000e+00
2.542691995973883934e+01,-5.043997230072127991e+01,3.000000000000000000e+00
-9.065533138624415699e+01,-2.541276211645081062e+01,2.000000000000000000e+00
-5.453953608261074493e+01,-3.381623419083608439e+01,2.000000000000000000e+00
3.613298996778257077e+01,5.728640373605879432e+01,1.000000000000000000e+00
-3.853066799854537550e+01,7.847641394017388361e-01,2.000000000000000000e+00
3.827671064553479852e+01,7.099614426945277046e+01,1.000000000000000000e+00
3.698495228629455056e+01,-2.849202430901262417e+01,3.000000000000000000e+00
3.617495391350500711e+01,-5.331863625215713398e+01,3.000000000000000000e+00
-6.494361446853410769e+01,9.420369233792081909e-01,2.000000000000000000e+00
-6.692504321274880397e+01,-9.266253467237266506e+00,2.000000000000000000e+00
-4.016240146939351519e+01,8.187482456526558394e+01,1.000000000000000000e+00
-6.130230998678484156e+01,1.215906913667826394e+01,2.000000000000000000e+00
5.202981057387025032e+01,3.078814425965293644e+00,3.000000000000000000e+00
-3.468758072547117166e+01,1.535903539209783197e+01,2.000000000000000000e+00
-5.095734481539256677e+01,6.846258335962971842e+01,1.000000000000000000e+00
-3.275710272173074600e+01,1.843151308488191376e+01,2.000000000000000000e+00
-7.849927222505365876e+01,-2.534819889965562822e+01,2.000000000000000000e+00
-2.854130327124600441e+01,5.637111432761744112e+01,1.000000000000000000e+00
-1.660736619400327285e+01,4.873375688571825748e+01,1.000000000000000000e+00
6.207287841312884780e+01,-1.592203240671261177e+01,3.000000000000000000e+00
-4.048232004983976395e+01,8.209176477858130738e+01,1.000000000000000000e+00
1.399051731048844438e+01,7.271477297777998672e+01,1.000000000000000000e+00
-6.682558290099494513e+01,-2.063408992289198096e+01,2.000000000000000000e+00
-3.510607133300179328e+01,9.113644453704047521e+01,1.000000000000000000e+00
-1.945745992406163438e+01,5.158123260851122716e+00,2.000000000000000000e+00
-6.662997864458657205e+01,8.559146992444158220e-03,2.000000000000000000e+00
2.110384452551490142e+01,6.903287579665234830e+01,1.000000000000000000e+00
-7.531744662356377518e+00,-8.011861283482337726e+00,2.000000000000000000e+00
-6.912893880334785024e+01,4.189977655119813349e+00,2.000000000000000000e+00
-1.685321847151106667e+01,-1.200060869537818320e+01,2.000000000000000000e+00
-4.235234206605079521e+01,6.509732982485215302e+01,1.000000000000000000e+00
-3.740544892572136604e+01,-6.304552270516989410e+01,2.000000000000000000e+00
-3.932300328421059277e+01,1.987533055511914881e+01,2.000000000000000000e+00
5.437027061157665742e+01,-4.677091969552284922e+01,3.000000000000000000e+00
5.564400130920089538e+01,-5.244529742621211454e+01,3.000000000000000000e+00
7.901579049431938984e+01,-3.277782027212606408e+01,3.000000000000000000e+00
-3.391185869849216061e+01,5.350437805655916179e+01,1.000000000000000000e+00
-9.369323866645997612e+01,-3.170657704376466057e+01,2.000000000000000000e+00
-4.463571967431687426e+01,-4.479354451915371627e+00,2.000000000000000000e+00
3.456321120703552197e+01,-5.454986097126280242e+01,3.000000000000000000e+00
-8.769094047060345787e+00,-1.975782343428971899e+01,2.000000000000000000e+00
-1.492057584025497619e+01,5.915314139215800537e+01,1.000000000000000000e+00
-3.006409730236197220e+01,9.580907721773623109e+01,1.000000000000000000e+00
-3.459566535117244968e+01,9.606080701757303331e+00,2.000000000000000000e+00
-1.164745168870891412e+01,5.996286758070174727e+01,1.000000000000000000e+00
2.867666723939289497e+01,-3.529822806401170965e+01,3.000000000000000000e+00
4.474350012542641508e+01,-5.798572265988700281e+01,3.000000000000000000e+00
-2.028729821165154590e+01,6.648052666149823153e+01,1.000000000000000000e+00
5.480871754200578039e+01,-7.261527363847109484e+01,3.000000000000000000e+00
-1.789410923181450386e+01,5.149596023895576735e+01,1.000000000000000000e+00
1.651641353066827733e+01,6.887306274688428687e+01,1.000000000000000000e+00
1.688926838145826537e+01,-7.782066048915550205e+00,3.000000000000000000e+00
-5.874166614863950286e+01,5.331815284802645749e+01,1.000000000000000000e+00
7.798909877223394460e+01,4.125216411381889259e+01,1.000000000000000000e+00
-2.918783149053777848e+01,8.914825407200915208e+01,1.000000000000000000e+00
-4.991772682767317093e+01,-3.081540778596625785e+00,2.000000000000000000e+00
-4.571675103038297294e+01,2.471581229360086951e+01,2.000000000000000000e+00
3.015814468739088383e+01,-3.402881661771779420e+01,3.000000000000000000e+00
-1.099622019200444534e+01,-2.919993225352722632e+01,2.000000000000000000e+00
-3.238580018868932431e+00,8.328782685794423912e+01,1.000000000000000000e+00
-1.874564707114175022e+01,8.391685457338036258e+01,1.000000000000000000e+00
1.352950193110859978e+01,1.376029962896434178e+01,3.000000000000000000e+00
5.584053089886472776e+01,-2.947250862412252914e+01,3.000000000000000000e+00
-1.613467838834631607e+01,7.964660150161159891e+01,1.000000000000000000e+00
-5.851323981122476425e+01,4.463496660334107524e+00,2.000000000000000000e+00
5.631467688747136435e+01,6.592039639320958599e+01,1.000000000000000000e+00
-5.456565588753191065e+01,-3.383552039983111825e+01,2.000000000000000000e+00
-3.543714110909656156e+00,8.349009295381854656e+01,1.000000000000000000e+00
-7.852199787668494935e+01,-1.608803449029067067e+01,2.000000000000000000e+00
-7.557737848784546486e+01,-3.892834096834246083e+01,2.000000000000000000e+00
7.484674664008538514e+01,-3.052670354036512634e+01,3.000000000000000000e+00
-3.338352952141813290e+01,-1.017903183389807253e+01,2.000000000000000000e+00
6.750548816431094679e+01,-5.460412493148938751e+01,3.000000000000000000e+00
-4.430998071751741918e+01,7.554886055338650408e+01,1.000000000000000000e+00
5.968732822960003404e-01,6.523728345049426025e+01,1.000000000000000000e+00
-7.114362018487868511e+01,-3.317394788282074103e+01,2.000000000000000000e+00
-3.416163021468332772e+01,9.136202962319885046e+01,1.000000000000000000e+00
-6.032215843384027920e+01,-2.688658003297611288e+01,2.000000000000000000e+00
-6.583689745184790354e+01,4.068056322222121657e-01,2.000000000000000000e+00
-4.008840553171410193e+01,8.018201442145601732e+01,1.000000000000000000e+00
4.201374090519902182e+00,6.731997095010957821e+01,1.000000000000000000e+00
4.791491458382396473e+01,-2.419040932408954703e+01,3.000000000000000000e+00
5.476918973279639147e+01,-1.566883860651440230e+01,3.000000000000000000e+00
-4.525486506171882439e+01,-1.106948572797503694e+01,2.000000000000000000e+00
6.024273792757034585e+01,-2.715001211800401748e+01,3.000000000000000000e+00
4.804709310201149464e+01,-3.817834093859749345e+01,3.000000000000000000e+00
1.712264122790112353e+01,-4.495263028557781837e+01,3.000000000000000000e+00
-4.336564860747116512e+01,2.184613011280019279e+01,2.000000000000000000e+00
6.232604499751020910e+01,-7.291291204510486068e+01,3.000000000000000000e+00
2.092543130063675250e+01,4.641504328642346167e+01,1.000000000000000000e+00
-2.967414637433705593e+01,1.236442727329430546e+01,2.000000000000000000e+00
-1.425514931534805463e+00,-5.649734773641950625e+01,3.000000000000000000e+00
-5.088552106142331155e+01,1.206509017229408798e+01,2.000000000000000000e+00
-3.055712790100670873e+01,7.438660373168653450e+01,1.000000000000000000e+00
-8.778216856707173221e+00,6.995853470875587732e+01,1.000000000000000000e+00
-2.560925232814629027e+01,-1.462591684193662189e+01,2.000000000000000000e+00
3.613570452839122993e+01,5.995562450322936598e+01,1.000000000000000000e+00
1.798336271585118951e+01,5.823382913859693844e+01,1.000000000000000000e+00
-3.105810960671036725e+01,-1.972970095856959460e+01,2.000000000000000000e+00
5.984133552680815171e+01,-7.753779386619939373e+01,3.000000000000000000e+00
5.288622235217376044e+01,-2.237555129755937955e+01,3.000000000000000000e+00
-7.940869431521802824e+01,-2.285790590523933474e+01,2.000000000000000000e+00
-3.049948047769345649e+01,9.040947529255981863e+01,1.000000000000000000e+00
1.256523164696175243e+01,-2.807879438161149821e+01,3.000000000000000000e+00
4.253917950390722780e+01,6.606818181140593538e+01,1.000000000000000000e+00
2.866201470334822332e+01,-6.736900740260399978e+00,3.000000000000000000e+00
-4.079621052705677897e+01,2.025548539448788432e+01,2.000000000000000000e+00
-7.226044506169864690e+01,3.139468443731375569e+00,2.000000000000000000e+00
1.761234274623283014e+01,-2.088930327832211731e+01,3.000000000000000000e+00
-4.658923581829355953e+01,-4.623670660907033181e+01,2.000000000000000000e+00
8.932841221337746163e+01,3.929559529375324445e+01,1.000000000000000000e+00
7.818901586045136298e+01,-3.383973469960982072e+01,3.000000000000000000e+00
5.793368499732828525e+01,-2.057299779110844540e+01,3.000000000000000000e+00
6.522198658202948707e+01,-5.228608643333742201e+00,3.000000000000000000e+00
-2.809184048345235851e+01,5.940725400355369601e+01,1.000000000000000000e+00
5.254480624501682229e+01,-4.268765060493751662e+01,3.000000000000000000e+00
-4.950107923983496505e+01,1.908783492508858970e+01,2.000000000000000000e+00
1.047104995423908136e+01,7.728719112567119964e+01,1.000000000000000000e+00
-6.874295302146643394e+01,-4.355254537123563807e+01,2.000000000000000000e+00
-3.111987651100262653e+01,-1.898533378722817488e+01,2.000000000000000000e+00
3.220487580564395813e+01,-1.916492600266976964e+01,3.000000000000000000e+00
-8.621731122100347022e+01,-5.864683174409082511e+01,2.000000000000000000e+00
6.150877325912386340e+01,-1.036793643605369830e+01,3.000000000000000000e+00
6.783369938946403011e+01,-5.148905464305612156e+01,3.000000000000000000e+00
3.587199819203011941e+01,-6.943944500593191549e+01,3.000000000000000000e+00
4.197015957351693061e+01,-2.758606837846184945e+01,3.000000000000000000e+00
1.841381783011346229e+01,-1.899942430164875518e+01,3.000000000000000000e+00
-4.767679595413002147e+01,-1.072804461498717110e+01,3.000000000000000000e+00
-7.105297456610394136e+01,-3.236643639399490269e+01,2.000000000000000000e+00
-5.604992544602735904e+01,7.766474856264771631e+01,1.000000000000000000e+00
5.819702268314435400e+01,-7.610725501113556390e+01,3.000000000000000000e+00
6.962507532822104395e+01,-4.015998476523059679e+01,3.000000000000000000e+00
-3.829832795965273817e+01,5.666071930007554158e+00,2.000000000000000000e+00
-7.121339395705871311e+01,3.931527343727517110e+00,2.000000000000000000e+00
-4.287158615433990150e+01,-5.049974796831637747e+00,2.000000000000000000e+00
2.868279656881795958e+01,-1.506198460373482106e+01,3.000000000000000000e+00
7.681304767679024792e+01,3.052613169436340357e+01,1.000000000000000000e+00
-6.218903931365954918e+01,5.477990963747542708e+01,1.000000000000000000e+00
-2.590044226790081439e+01,8.749758897078979913e+00,2.000000000000000000e+00
1.866581670601338772e+01,-4.299909367634094259e+00,3.000000000000000000e+00
-8.446085500051047745e+01,-5.024509410573296719e+01,2.000000000000000000e+00
-7.991842255924967731e+01,-2.729272999908175024e+01,2.000000000000000000e+00
-5.088739035330461746e+01,-1.984042919510416780e+01,2.000000000000000000e+00
-1.772906095465507548e+01,-2.049305564668206614e+01,2.000000000000000000e+00
7.365859932883405747e+01,-3.326001521133757421e+01,3.000000000000000000e+00
-5.191201014310485817e+01,7.308013592378634371e+01,1.000000000000000000e+00
-4.407273266037454817e+01,1.674073759238789094e+01,2.000000000000000000e+00
-3.236401984147570521e-01,9.310026252591876528e+01,2.000000000000000000e+00
-5.362670396288561392e+01,7.795566590869887591e+01,1.000000000000000000e+00
5.986852526487987802e+01,-2.406410137751618805e+01,3.000000000000000000e+00
-2.268803815954663960e+01,6.196147433961038331e+01,1.000000000000000000e+00
-5.051331473446703058e+01,1.951378892948465449e+01,2.000000000000000000e+00
5.692808257698422381e+01,-2.188671324348496583e+01,3.000000000000000000e+00
5.395960923992175751e+00,-3.211510960256910607e+01,2.000000000000000000e+00
-1.920205671691190830e+01,6.215437826163365287e+01,1.000000000000000000e+00
3.205011917566564961e+01,-1.025426877020477789e+01,3.000000000000000000e+00
3.662258163032074521e+00,6.610038666314058275e+01,1.000000000000000000e+00
-1.819670653196652310e+01,7.029762849696290061e+01,1.000000000000000000e+00
6.915820129673794270e+01,-2.576050057344738775e+01,3.000000000000000000e+00
-3.545583630774126505e+01,9.376756181182494743e+01,1.000000000000000000e+00
5.086278864090594709e+01,-4.661774757821655157e+01,3.000000000000000000e+00
5.774391361278019019e+01,-3.838055200675837852e+01,3.000000000000000000e+00
4.935314731307029490e+01,-1.469759071640910086e+01,3.000000000000000000e+00
-3.751759160748858335e+01,-4.865602656675930504e+00,2.000000000000000000e+00
1.506020339705996847e+01,5.113667711206213795e+01,1.000000000000000000e+00
-4.187811903082059928e+01,7.122537437229497925e+01,1.000000000000000000e+00
3.553488797082575701e+01,-8.701240663682597187e+00,3.000000000000000000e+00
-5.585181885900328069e+01,5.903110687215371399e+01,1.000000000000000000e+00
-4.079549717847741874e+01,-1.437236191648100991e+01,2.000000000000000000e+00
5.686832214495605164e+00,7.095105156139713642e+01,1.000000000000000000e+00
1.092140281112113698e+01,6.137226067191903667e+01,1.000000000000000000e+00
2.201277329591231791e+01,-1.192495099842370720e+01,3.000000000000000000e+00
-4.422110962937290424e+01,1.262251660948095378e+00,2.000000000000000000e+00
-8.618466671348954833e+01,-2.068223023385214177e+01,2.000000000000000000e+00
3.332356762110195092e+01,-1.446417620568650975e+01,3.000000000000000000e+00
-4.241646009352371749e+01,6.703046015004359504e+01,1.000000000000000000e+00
-4.275854745373796106e+01,1.159027844878140617e-01,2.000000000000000000e+00
-4.839662940130700264e+01,4.200160303151993624e+00,2.000000000000000000e+00
-8.692928759791435311e+01,-6.020973760401668073e+01,2.000000000000000000e+00
4.807189040401917879e+01,4.428320984547335115e+01,1.000000000000000000e+00
4.350844999610965402e+01,-1.127331827977311285e+01,3.000000000000000000e+00
5.277523522190651128e+00,8.201561106970284243e+01,1.000000000000000000e+00
5.378875870364534251e+01,-3.645180399259956516e+01,3.000000000000000000e+00
1.129727654367670908e+01,5.989491423905160161e+01,1.000000000000000000e+00
-4.477437438300002270e+01,6.802794862616906357e+01,1.000000000000000000e+00
-8.733241533201598372e+01,-1.819202410649046442e+01,2.000000000000000000e+00
4.310730936019947990e+01,6.822232131379084308e+01,1.000000000000000000e+00
-1.902153954546421666e+00,6.499500234639043583e+01,1.000000000000000000e+00
-3.379491022091875152e+01,9.784324701098847754e+01,1.000000000000000000e+00
-2.507966875216972369e+01,-7.361284463232864894e+00,2.000000000000000000e+00
-4.903148861645269818e+01,5.383616898439213116e+01,1.000000000000000000e+00
7.734945979503009994e+01,-3.846515837568682628e+01,3.000000000000000000e+00
7.709530731353689248e+01,-3.191904401805394187e+01,3.000000000000000000e+00
-1.686547218768584600e+01,6.803232884233061384e+01,1.000000000000000000e+00
-4.630469882319456332e+00,4.901764746616939306e+01,1.000000000000000000e+00
4.976962474296801275e+01,-2.656503690764717263e+01,3.000000000000000000e+00
5.250734414973830155e+01,-4.256815792158671741e+01,3.000000000000000000e+00
-7.041658831184315659e+01,-4.587405208263700729e+01,2.000000000000000000e+00
-5.157251064095578386e+01,5.841116307816152187e+01,1.000000000000000000e+00
-6.091322036325386335e+01,-1.074597141428408698e+01,2.000000000000000000e+00
6.073861209839765252e+01,-3.514686596515265649e+01,3.000000000000000000e+00
5.333422883133437864e+01,-5.512677541416664440e+01,3.000000000000000000e+00
6.743789237562440064e+01,-5.249606624047864756e+01,3.000000000000000000e+00
-2.620152521960280367e+01,7.358635106421925798e+01,1.000000000000000000e+00
2.643299777567935749e+01,-5.019345669648532748e+01,3.000000000000000000e+00
5.007979160012371267e+01,-5.848561213127582192e+01,3.000000000000000000e+00
-4.264679058404823309e+01,7.626120168027010315e+00,2.000000000000000000e+00
-2.467397577362337913e+01,5.352944677369356441e+01,1.000000000000000000e+00
5.784277986609812672e+01,-7.228523026229491677e+01,3.000000000000000000e+00
-5.780262263329813521e+01,-5.600425994005608743e+01,2.000000000000000000e+00
8.967721366652776638e+00,7.775836370409611220e+01,1.000000000000000000e+00
-1.545848931454194286e+01,6.331065112384471405e+01,1.000000000000000000e+00
-3.735258938891220026e+01,-8.084679158742241745e-02,2.000000000000000000e+00
-8.168466157498225755e+01,-3.290041284002445110e+01,2.000000000000000000e+00
-1.076541975153783781e+01,5.775334221516716582e+01,1.000000000000000000e+00
1.794767246460495613e+01,5.745765299976566354e+01,1.000000000000000000e+00
3.735338762758565423e+01,7.359451808900207936e+01,1.000000000000000000e+00
-2.875606085064611506e+01,1.099626946394420735e+01,2.000000000000000000e+00
3.641857973501495138e+01,3.689269818387015221e+01,1.000000000000000000e+00
3.881931600837741314e+01,-1.463076599986529480e+01,3.000000000000000000e+00
4.324127421697043161e+01,6.033324181076865500e+01,1.000000000000000000e+00
6.300139178952132823e+01,-7.223473760843477010e+01,3.000000000000000000e+00
-4.610238673146358046e+00,6.978118122756369246e+01,1.000000000000000000e+00
5.365264393071524296e+01,-2.795521959565629899e+01,3.000000000000000000e+00
-7.323549650560919133e+01,-3.731603358192666775e+01,2.000000000000000000e+00
-8.177938125473946229e+01,-4.764415488962219314e+01,2.000000000000000000e+00
4.905660930159051958e+01,-4.652593130313793068e+01,3.000000000000000000e+00
-4.654853223060991496e+01,1.295316627453389735e+01,2.000000000000000000e+00
-7.086806461705177185e+01,-2.616673696125264925e+01,2.000000000000000000e+00
-6.332454942933130582e+01,-2.230524218882609588e+01,2.000000000000000000e+00
-7.765769063594765953e+01,-3.453826741672394718e+01,2.000000000000000000e+00
5.614140055316087796e+01,-4.784821131044598985e+01,3.000000000000000000e+00
4.168587090699618614e+01,-4.648906381737852200e+01,3.000000000000000000e+00
-4.691107857823121208e+01,-3.833588530802403938e+01,2.000000000000000000e+00
-1.567356923829792414e+01,6.259583581418598897e+01,1.000000000000000000e+00
5.067005117357297905e+01,-4.961176462402772103e+01,3.000000000000000000e+00
-1.923260729315865802e+01,5.648716929475227744e+00,2.000000000000000000e+00
-6.783147566561505926e+01,-1.983815596741210285e+01,2.000000000000000000e+00
4.917843985545263052e+01,-3.443754340705176276e+01,3.000000000000000000e+00
-4.238670210304768204e+01,8.799980086429653170e+01,1.000000000000000000e+00
-7.740917040600145071e+01,-2.021735392376442064e+01,2.000000000000000000e+00
3.640424647758408128e+01,5.472143891839981222e+01,1.000000000000000000e+00
3.634483662546293914e+01,-4.345120740884664912e+01,3.000000000000000000e+00
-2.690883198148329569e+01,8.495853575529169177e+01,1.000000000000000000e+00
-1.489983050158529565e+01,-4.324918118258554500e+01,2.000000000000000000e+00
6.509175077184842451e+00,5.914666970616218578e+01,1.000000000000000000e+00
-7.934377066081118812e+01,-1.573261586125510902e+01,2.000000000000000000e+00
-3.968535595903640711e+01,-2.533913238386883204e+00,2.000000000000000000e+00
4.915150175842684632e+01,-2.781510405733878244e+01,3.000000000000000000e+00
-4.757833062318130146e+01,-9.743691469727368215e+00,2.000000000000000000e+00
3.310233541520891265e+01,-3.265841629311208294e+01,3.000000000000000000e+00
-7.397958958097406423e+01,-3.408046633311082729e+01,2.000000000000000000e+00
4.981692885250765102e+01,-5.704911192975596634e+01,3.000000000000000000e+00
5.527956619717876441e-01,5.793063643768120130e+01,1.000000000000000000e+00
5.739843656490221946e+01,-7.309333743384181048e+01,3.000000000000000000e+00
6.341117471054782584e+01,-1.808221133859022700e+01,3.000000000000000000e+00
-4.953659906071762009e+01,-7.698910437369387516e+00,2.000000000000000000e+00
1.787013380017639363e+01,-2.612375600618174865e+00,3.000000000000000000e+00
-1.596674060625377400e+01,1.430078313858487382e+00,2.000000000000000000e+00
-3.801407459930759103e+01,9.198636342757041007e+01,1.000000000000000000e+00
-4.297621434663396656e+01,6.796050744191325066e+01,1.000000000000000000e+00
-6.461570366822793687e+01,5.115558237988075518e+01,1.000000000000000000e+00
4.143609239413709844e+01,-3.995403066530668212e+01,3.000000000000000000e+00
6.928700764692275982e+01,-5.619604591625405021e+01,3.000000000000000000e+00
1.341962213826147732e+01,5.869121929667325333e+01,1.000000000000000000e+00
3.590709584523702347e+01,5.623697371248400145e+01,1.000000000000000000e+00
3.432080371407223440e-01,7.912482626856943568e+01,1.000000000000000000e+00
-4.828546879137250869e+01,1.217678839708753458e+01,2.000000000000000000e+00
-7.808767418149020045e+01,-4.420294062160063930e+00,2.000000000000000000e+00
2.306351614782844806e+01,-1.137649237837404392e+01,3.000000000000000000e+00
3.949519521674668709e+01,3.692891469187406983e+01,1.000000000000000000e+00
-4.200711734799030950e+01,6.228010893012891813e+01,1.000000000000000000e+00
-6.849478048948631681e+01,-3.841118986633549337e+00,2.000000000000000000e+00
1.278708266055116738e+01,-1.197538110831134084e+01,3.000000000000000000e+00
-3.396377587691649325e+01,8.685820450359804568e+01,1.000000000000000000e+00
-3.572777789848166918e+01,-3.145722356126658514e+00,2.000000000000000000e+00
-4.974696661473809201e+01,6.824003480156466139e+01,1.000000000000000000e+00
-7.461232499883711000e+01,-5.700397688860725509e+00,2.000000000000000000e+00
1.501031322977256366e+01,-1.384987825385251448e+01,3.000000000000000000e+00
-5.953845375512834437e+01,5.775329939321863293e+01,1.000000000000000000e+00
-7.824787011172928430e+01,-5.837864320551852160e+01,2.000000000000000000e+00
-1.706134405723317471e+01,-8.081885682721489772e+00,2.000000000000000000e+00
-3.403947788860467227e+01,-5.511034661145738589e+00,2.000000000000000000e+00
-5.184303739226076857e+01,6.436549643813154375e+01,1.000000000000000000e+00
-3.256811574666046738e+01,6.586264877636359927e+01,1.000000000000000000e+00
-1.105101780076952167e+01,5.313420032310031615e+01,1.000000000000000000e+00
-7.559585302670556928e+01,-3.757048638154400066e+01,2.000000000000000000e+00
6.289931552415949056e+01,5.170610797321197083e+01,1.000000000000000000e+00
5.201066097696971013e+01,-1.254484599657245347e+01,3.000000000000000000e+00
3.325637019349363044e+01,6.833380825055277796e+01,1.000000000000000000e+00
2.296739498066113772e+00,5.171881907620894481e+01,1.000000000000000000e+00
7.449383712356748788e+01,-3.393240539830340197e+01,3.000000000000000000e+00
9.018483787647062044e+00,8.047719536133737961e+01,1.000000000000000000e+00
-2.932880976952865737e+01,-5.030833655815563787e+01,2.000000000000000000e+00
-4.380510061121491105e+01,8.967350862194784611e+00,2.000000000000000000e+00
-7.569612540524104816e+00,7.109306834975866707e+01,1.000000000000000000e+00
-2.916447434295171703e+01,7.347203240054888340e+01,1.000000000000000000e+00
-2.530053615021745372e+01,7.571655281645000457e+01,1.000000000000000000e+00
5.537069156450470331e+01,-8.489884434635873944e+00,3.000000000000000000e+00
-8.041049585495528618e+01,-1.415314363301711786e+01,2.000000000000000000e+00
-8.547501516777504094e+01,-5.053205332255970461e+01,2.000000000000000000e+00
-6.880536240231428735e+01,-4.320420316554700690e+01,2.000000000000000000e+00
-1.182001853261832824e+00,7.670315434486983008e+01,1.000000000000000000e+00
-3.842455817369631177e+01,2.471704417692096101e+01,2.000000000000000000e+00
1.630724129648047338e+01,-5.583646117853132473e+00,3.000000000000000000e+00
-2.378671750519989914e+01,-2.810262675379260955e+01,2.000000000000000000e+00
-2.940460600991266205e+01,-8.022811395433757098e-02,2.000000000000000000e+00
2.291058617822182697e+01,-6.851654372106130708e+00,3.000000000000000000e+00
2.590754230784197176e+01,-2.346659186919398721e+01,3.000000000000000000e+00
