PC1, PC2, PC3
8.011704941244573303e-03,-1.129788598338860549e-02,3.125682107702122681e-03
1.159599332898997651e-02,1.718865842968539024e-04,-1.700689533461488545e-02
5.612444796046021055e-03,-3.120732206502938207e-03,-2.239732900204184120e-03
8.012413587628419362e-03,-1.856253057044192703e-02,3.388423102156438473e-03
8.609156442097445211e-03,-1.823162344918711130e-03,-5.067096464696389108e-03
7.238071596607506021e-03,-7.776834331001132583e-03,-1.495093211038153909e-02
6.050884864943199826e-03,-5.354098878315657895e-03,-5.712326463580174457e-03
8.235315627135577840e-03,-1.210439676320421327e-03,-1.841193883027607975e-02
7.288909387855497385e-03,-1.614700019666862399e-02,8.292933920074813808e-03
5.673233809007247226e-03,1.030387918757759771e-02,1.273415921828923401e-02
9.917428727568787170e-03,3.127540129163794945e-03,-1.048324436674894639e-02
8.517802071590141466e-03,-8.205495548088796720e-04,-1.373457578439295397e-02
1.163354953705735516e-02,5.803404028433559181e-03,1.085942104962858701e-02
8.779169310762911793e-03,1.711476394769530923e-02,4.803938874300584840e-03
7.871884768756538461e-03,7.007186709746415602e-03,6.590200676019225892e-03
1.012533856434033597e-02,7.172595112956090153e-03,-1.731586703908471678e-02
8.350824200148614443e-03,1.164582424223448848e-02,-6.726555654732325161e-03
8.453665325630722871e-03,6.769349772792795927e-03,-8.206818824386631281e-03
7.465526746826162650e-03,7.102383594067235816e-03,-9.752322897717019545e-03
6.871385848527631658e-03,-5.408488276302534162e-03,-1.346580451934713436e-02
7.977550878055763434e-03,4.239929362264522987e-03,-1.334584053434133798e-02
1.193938827587255787e-02,-3.652202836709943310e-03,-7.505870119746720776e-03
1.360816109314820152e-02,-5.121653560014902823e-03,6.068649403803425338e-03
7.921327037488216233e-03,-2.539052513222869126e-03,-8.135138821244789278e-03
5.314286416171280260e-03,4.749288585330711798e-03,-7.947301212526671974e-03
9.939424977640710229e-03,-4.994522706151531717e-03,-2.596819697699907607e-03
7.954597268621526815e-03,5.549215010046164125e-03,-1.305489421394226239e-02
8.337116740837964210e-03,4.825003964746853169e-03,-6.153077616972678528e-03
5.598331757371731963e-03,-1.323193754847888995e-02,7.895085328422399990e-03
1.029195641321773227e-02,1.286858683776230181e-03,-7.375679522677014086e-03
1.459287178046444339e-02,9.494649360977982719e-03,2.777040528536385490e-04
9.728408647407970136e-03,6.106654431754243457e-04,-1.120814446819863152e-03
1.431041974534570833e-02,-6.962022234941780442e-03,-4.878295462230815630e-03
1.514337652322865144e-02,-1.020650301041061900e-02,2.203641073981452148e-03
1.380155819394559766e-02,-9.049586094160779956e-03,1.140748902466473015e-02
1.267773658081948474e-02,5.130948123792594857e-03,-1.451618597405268316e-02
1.184252088211495621e-02,7.688818499921630176e-03,1.250773196628934651e-03
8.365516772689934530e-03,1.615205267855422677e-02,9.629222865055830569e-03
1.002983832227914707e-02,-1.563648238441414651e-02,5.570265029349730571e-03
8.953129433737029574e-03,1.766692262940237901e-02,1.577803981539342357e-02
9.491619632404689130e-03,-1.266969237074822008e-02,-5.108074129432984070e-03
1.018149877074954988e-02,1.617894180665076361e-03,-1.654536620929249885e-02
6.603854019265703763e-03,-6.088898623485237971e-04,3.282183054735529626e-03
4.869623192558032027e-03,4.870333812011157009e-04,-1.211880227298319998e-02
6.380809525940979443e-03,5.285177043101225124e-03,1.024309916203627473e-04
5.391499642131213771e-03,1.185502802303135469e-02,9.352109306258684154e-03
1.066693084473605002e-02,9.007504981948879358e-03,-1.274274446598241267e-02
5.010920830022577883e-03,7.226348545683190967e-03,1.775583782425384964e-03
1.341624685474017246e-02,6.307647861824821137e-03,-4.876467935038189885e-03
1.121761036979063673e-02,-8.275499118200788096e-03,-6.372937407645044633e-04
9.439851581726508081e-03,-1.669512842599675875e-02,7.707105717730049557e-03
5.273772850490767578e-03,2.432689579371890339e-03,2.520009917312323461e-03
1.011875152435346391e-02,-2.323914801423580551e-03,-1.273001880323605325e-02
8.311763630758004645e-03,1.545254103403727449e-03,-4.200908381816635326e-03
7.065392479796986196e-03,9.534089292138195944e-04,-5.426484311097191059e-03
8.111509257495760211e-03,-4.211642102954968152e-03,7.340957701362529203e-03
5.014786221549522895e-03,9.658739544222121748e-03,1.153216994501969801e-03
1.203511209975442232e-02,8.345220528568233868e-04,-2.311117628518693373e-03
6.283682769875261268e-03,-9.192521765118122010e-03,-1.024862107062306932e-02
9.834341299974031642e-03,-1.445826115748915543e-02,1.162960629424331251e-04
7.275233418312329961e-03,-5.213533738037675475e-03,1.049514580460786904e-02
6.933568937653523598e-03,5.936777968952164884e-03,-4.838288368232048636e-03
9.960794884689570111e-03,9.542942727308512466e-03,-1.254682572988319485e-02
8.247700593311025480e-03,-1.576788121439678600e-02,2.486249891977364204e-03
1.289899941890892618e-02,-5.045315044787387210e-03,5.636801391477308347e-03
8.894484307827398364e-03,-2.672186050631158993e-03,-1.771037090630472877e-02
8.372267913545828472e-03,-3.410827124708128546e-04,-7.425441440882834220e-03
9.931972654421528102e-03,-1.019550932741259373e-02,1.429342606103109134e-02
8.969198864808156785e-03,-6.187483553857501444e-04,-9.332665181181538927e-03
6.171665431572151937e-03,3.251052216525374388e-03,-7.353191581090731818e-05
6.645132460377604737e-03,1.021542832191674882e-02,5.335075161601530655e-03
8.904982756487300408e-03,3.970433926343304790e-03,-1.102494152897239704e-02
7.687807818539942051e-03,3.133938967743656653e-03,-1.076852407616346943e-02
1.293800957284702534e-02,1.048306357312214776e-02,-3.452992881763789369e-03
8.482601293631191613e-03,-2.923171518190812758e-03,2.387764460086324453e-02
5.353982340642981022e-03,-2.877709946658656408e-03,1.043624537606567190e-02
9.614032603961588860e-03,4.335461818812833164e-03,6.545439235718499525e-03
3.883354314593496972e-03,7.669997140108657761e-03,1.942136256417205083e-03
3.551833731161756907e-03,7.563305728602752985e-03,5.000239846078923141e-03
1.185395280332812891e-02,5.058307024675215598e-03,2.072027802673697197e-03
6.510360895037903793e-03,1.361050967962551539e-02,6.615008530558115149e-03
1.346136849081656060e-02,6.717049345823671892e-03,1.362285171651123755e-02
5.845786921840354436e-03,1.288249786912669566e-02,4.273604008274070089e-03
1.235604426041901106e-02,4.829454408887027921e-03,1.114819889927497545e-02
7.700996149753364106e-03,3.948642297707128518e-03,-7.979348063384864671e-04
7.265306235347992851e-03,-2.682697044991310190e-02,1.144862177805671191e-02
1.047633324130957042e-02,2.949758091698887440e-03,9.896738404366060143e-03
1.030827090367261896e-02,-7.416674090596278579e-04,-1.534542610908587977e-02
1.422110580648200569e-02,6.003927160189956834e-03,2.567952740859479055e-02
1.005219041863254781e-02,-2.061557749843958946e-03,9.191396392834451715e-03
1.092349840639496306e-02,-2.011240845118450124e-02,5.409673353724562921e-03
4.040587225715297146e-03,4.613032482689242292e-03,8.812441445182057735e-04
9.949302467432353386e-03,2.060281491491540093e-02,8.743970325313380615e-03
5.552547114586549142e-03,6.077912704567457747e-03,-5.153056797138522334e-04
7.851216849162434216e-03,-1.428164276817663232e-02,4.325347458080913698e-03
7.368065316654050234e-03,3.676498823484581138e-03,-6.718901119997300504e-03
1.046948524169723400e-02,-1.976310886341561129e-02,3.353786482181478866e-03
3.051561324812534452e-03,3.191005055520373685e-03,1.032233362702258874e-03
8.862380004942695122e-03,1.570980466950901502e-02,8.987382577256472146e-03
1.300388416508402312e-02,4.465679660100379915e-03,2.829972268862975329e-03
8.718501571018447832e-03,3.807252584229669969e-03,-1.507543674821085547e-02
1.605424245505726599e-02,2.793675216081294155e-03,8.776055542423997699e-03
1.961370952683709826e-02,-2.967541728672458065e-03,1.683027576085265389e-02
7.870565776531526087e-03,-1.655669051148431214e-02,-3.741717380115162743e-03
5.526996996527013851e-03,1.225957660606824019e-02,1.039171371107393618e-02
4.095725628269309554e-03,8.081759852208674280e-03,2.601877627971709624e-03
4.728860770956334024e-03,1.116628428903810102e-02,8.043059903648354034e-03
5.869973900271838532e-03,2.916327445840302852e-03,7.899464595809117459e-03
1.228029064253051070e-02,8.061698113293472648e-03,-1.384666322478697240e-02
7.469653425062275018e-03,-6.716648824231762245e-03,5.106289917455830024e-03
8.196920888471929609e-03,-1.326041243985141794e-03,5.908893433778544466e-03
1.105926256659748794e-02,3.080510426520855372e-03,-9.751337874615313012e-03
4.985097220075881963e-03,-7.319906784248576825e-03,-1.313196876552614675e-02
6.052131969716492525e-03,3.704743954611743745e-03,-3.829248298181905756e-03
8.683672474296926305e-03,-4.740851008926711828e-04,-1.024546741079914412e-02
7.233361101592720131e-03,1.318619822822585975e-02,3.835564898878205450e-03
1.384240044929743382e-02,8.616812938259513222e-03,-1.708850109788034519e-02
1.378025708585877904e-02,-1.257156708805691643e-02,-3.918340844139167611e-03
1.032722313521813699e-02,7.775448036936204871e-03,1.127233500768346983e-02
9.734439410225406708e-03,5.541894309590271288e-03,6.141688662274810695e-03
7.119251014471201199e-03,5.263537553716724805e-03,-4.429549450022450367e-03
8.029313834491891982e-03,-3.419098569056939780e-03,7.028666952034259841e-03
9.449954820474679509e-03,-2.373236983156869206e-03,-1.996291752655042842e-02
1.155147004525985260e-02,-6.257647069257973350e-03,5.447197706605740909e-03
1.822988171188568221e-02,-8.109857593650670118e-03,-4.617251902778701789e-03
9.662565394296392107e-03,7.889101213320858300e-03,-1.436928896836646256e-02
2.996153461720640551e-03,6.999339906855921341e-03,6.768402684795072830e-03
6.535751306445217526e-03,-2.639551002964953333e-03,1.007616576472419867e-02
1.430275434787321200e-02,9.446876765102793505e-03,-3.123610172793252551e-04
5.907570412998689943e-03,3.917268224604421659e-03,-6.939660578040598299e-03
5.435946042748496243e-03,1.194298738487829109e-02,1.211612748959602255e-02
5.656774927577039314e-03,8.377758265502015245e-03,-7.974676073523164974e-03
9.276066203062096130e-03,1.060483306679136219e-04,1.103977608319883265e-02
6.569841619729990291e-03,5.021945411444217119e-03,1.206952138302956265e-02
1.226818785038185852e-02,1.483846877396455440e-03,9.709934900106213448e-03
1.354688361257232708e-02,7.635489808487726932e-03,-1.420642353883810362e-02
7.456896914034922587e-03,9.225386816377939558e-03,-3.368380559433645487e-03
6.952191127454502607e-03,-2.264741144838287867e-03,-1.504801973727117916e-02
9.670767138746625552e-03,7.488985401492802632e-03,1.541738128392677962e-03
7.622017352719107422e-03,6.487021294835264643e-03,6.221876078403964193e-03
1.033647557780502553e-02,8.034727838555831515e-04,-1.848210625801063184e-02
5.596908858536336039e-03,1.110779621280493998e-02,3.296284288811392790e-03
1.039646376559632233e-02,-1.972259479531769839e-03,1.187579030664276565e-02
1.134233346300339736e-02,-4.588810087830445632e-03,-1.529496329605265804e-03
1.320606470179105929e-02,1.789564613203937767e-04,-2.384775583775944254e-03
6.805358099392376341e-03,6.132701599328079303e-03,-9.205818402232281497e-03
6.630021513178926268e-03,6.599721103241207483e-03,6.006321520880141332e-03
5.572902606408428050e-03,-4.974579610713360765e-03,4.189005289996332489e-03
6.541008862288428226e-03,-1.868722156776259427e-02,1.018029436163572429e-02
8.426424251325394590e-03,5.487914887116290136e-03,-2.068748556186528718e-03
1.138042051065019100e-02,-6.629093868336686374e-03,-2.303923465786988575e-02
7.395462452702057481e-03,6.066931308768186600e-03,1.349434072547485083e-02
1.535189857959124923e-02,7.002978774562153112e-03,-1.355200591150444202e-02
4.012342598936642808e-03,5.057587952906420978e-03,1.915029079695750166e-03
1.184187835062740224e-02,6.259394764330039954e-03,-1.879202910361809503e-02
6.809523895521672927e-03,-1.208227286483124201e-03,5.893923431402770842e-03
6.644834873256627236e-03,5.269366132180873172e-03,-1.250522000154364981e-02
8.168427777728292163e-03,9.834609462596937551e-03,-5.158937723446589685e-03
1.078370797669149506e-02,7.497234219670195418e-03,2.000935870782749940e-02
1.124853179894815328e-02,1.108249671786052347e-02,1.166074837234850822e-02
1.135159871630685158e-02,-1.001399273289536526e-02,4.310158335027140276e-03
7.469523377189718309e-03,-1.429445403233793079e-02,7.579213543226131838e-04
8.869071652112576684e-03,1.269624329894704015e-03,-3.476002707549098476e-03
7.070397340567096192e-03,8.195147872442919840e-03,6.394781424396698763e-03
6.199385615451101506e-03,5.619449921760187594e-03,-1.403070814458304109e-02
8.052860967216005431e-03,1.310322742646201355e-02,-9.972427595421053462e-03
7.636491997358508740e-03,7.771759286622760728e-03,-1.535439031770933528e-03
8.287631462899229529e-03,1.398165626863867063e-02,7.917083797250845309e-03
1.515723727561375453e-02,-5.474680137226684007e-03,1.166482284166875209e-02
8.424727003014779309e-03,1.627201282988047920e-02,4.902028067603527058e-03
9.270846247336693782e-03,-1.010166680925650082e-02,6.933881805320005372e-03
5.480513187677793670e-03,-1.416550302372250429e-02,-4.104029146176671168e-04
8.014898989737465063e-03,3.534522627100338248e-03,1.160265573630758773e-02
1.273267918579370356e-02,-2.189977193796213348e-02,3.032319661486127709e-04
5.559209348559459793e-03,1.098395798220578451e-02,3.174779237096819577e-03
1.197765290421562261e-02,4.853593738847666005e-03,-1.829984738151499771e-02
1.061997635099646946e-02,2.458792609691029443e-03,-1.081199208078669448e-02
1.012059471725979334e-02,-5.015488001329740375e-03,-2.115133435062321876e-02
7.229115535051996999e-03,1.513770274982080208e-02,1.151760326073738953e-02
1.626328943641337441e-02,8.232966708950986007e-03,-2.561930113622083987e-03
1.091660559124511820e-02,-9.428908293256902003e-04,5.550229432319401038e-03
4.529250210665558204e-03,9.232170358984216965e-03,3.344300140363370803e-03
1.023002985890120523e-02,5.990670039681036257e-03,1.861459710618124097e-02
1.192730751596789845e-02,3.774494374765431561e-03,-1.671966822868668767e-02
9.844549964560864522e-03,1.281380755923211719e-02,-8.239993315688942579e-04
4.018888156131238988e-03,4.547598695666532978e-03,-3.015988247716961789e-03
8.232971001542237210e-03,-5.978378697686186939e-03,-1.269933494295057488e-02
7.884851848157042875e-03,2.619382751013164812e-03,5.454912182481617619e-03
9.811188168521813024e-03,2.518525177937517776e-03,4.698660324701791832e-03
4.526730422651187129e-03,-7.646940758004481739e-03,-6.813608749099793992e-03
6.982135451732106139e-03,1.517581908622130972e-02,1.053443782730912812e-02
6.290733220322049409e-03,-3.954834387093053745e-03,5.317051253981994012e-03
1.062339629465753298e-02,2.987082218226567738e-03,-3.191266515560647887e-03
8.485422135143215472e-03,-3.256259273073858727e-03,2.237775899939417959e-02
1.085305456345109394e-02,1.860564640668824730e-03,-1.674040376267288063e-02
1.185250055466483335e-02,9.983540859575368298e-03,6.974558731662935376e-04
9.226681896900738172e-03,-1.546123970913943109e-02,4.270808113655999612e-03
9.048619772625457469e-03,1.202827710728937788e-03,-7.467001283695354555e-03
1.062725096117101212e-02,-2.820496427931729749e-02,7.541311866098554181e-03
5.693759514683836842e-03,-1.565276436754522993e-02,4.703759363439710683e-03
9.548089585347469335e-03,-4.689319890598646866e-03,1.312644801507984599e-02
1.004975002857659214e-02,6.547502881494964878e-03,1.045496271057608402e-02
6.893798580084372490e-03,7.537353386173353820e-03,4.941789698489696889e-03
1.279972227658835934e-02,9.596747746577913296e-03,-9.054081774743092878e-03
5.923946062956615861e-03,1.114871159047451342e-02,4.541849232868922642e-03
5.192476167042510589e-03,3.363499224917848498e-03,-4.034827463958213373e-03
1.130853772912700575e-02,1.248633289478946230e-02,-5.839182180952273184e-03
4.145677091343851275e-03,-1.198854213131915827e-02,9.708082225196274645e-03
7.937693986913192667e-03,4.277901127665206284e-03,1.870877358920761818e-02
9.246476021453561150e-03,1.369628828616106450e-02,-7.594309626853548711e-03
1.180223755763195985e-02,9.070555109680772388e-03,-1.650508906959081978e-02
5.845449624107303122e-03,-1.690069874443897652e-04,1.063687770138580131e-02
7.344541494843478263e-03,1.781244185187054897e-03,1.348788309405755254e-02
1.641501076716994634e-02,-3.098393949074016926e-02,3.065926773643636635e-03
1.266243210163841941e-02,-2.324969877195349685e-02,5.944897785321300596e-04
7.054130113169961719e-03,-6.450912108631118476e-03,6.239254299806620135e-03
7.042706402297782900e-03,1.233858617082880457e-02,5.362566573446323447e-03
1.242518956759695349e-02,1.699612997987306486e-04,-1.933079260792770065e-02
8.423521159802648331e-03,6.984873880945968901e-03,5.599368309495704639e-03
7.477359704425984820e-03,8.121388535834238309e-03,7.448598791638323701e-05
9.110919807202147447e-03,-1.440220904813338011e-02,1.230771673173359712e-02
7.456887289493405527e-03,-8.733660646149150539e-03,8.591876990742378789e-03
7.282088359526985369e-03,1.401007075024766207e-02,1.551313566727652781e-03
8.291215522712240896e-03,1.217259978924117164e-02,2.961687200658500840e-03
1.023578609130265833e-02,6.539953011793770213e-03,-1.215308389388807669e-02
7.752360003722130050e-03,7.760538559425096510e-03,1.111798600241239998e-02
6.679705399590092109e-03,-9.176064580879928628e-03,1.915108705861598339e-03
8.014491581114259466e-03,4.717829710487816790e-03,-7.052466809064510123e-03
6.301610659371762943e-03,2.280461949154417563e-04,1.085439416701569626e-02
1.161830188922635503e-02,-2.900946641743075774e-02,2.027135356477049490e-03
1.062021796151640766e-02,1.420238369970204702e-02,-6.786885818517509293e-03
7.759486024188820552e-03,1.591651039414811869e-02,6.152817698950766717e-03
6.360093010261892721e-03,1.278198415912337217e-02,4.870165032403076834e-03
6.875062146865150610e-03,7.584228924994745880e-03,1.430384512224972156e-02
6.528650556451263097e-03,1.518797948973430595e-02,6.208074139692541446e-03
6.581258579408249230e-03,4.582629350105322537e-05,2.674335673797173778e-03
6.466635757238850708e-03,1.086220239775432085e-03,1.215422158121550085e-02
7.458892470065604449e-03,3.708244931050965355e-03,1.387107145641338322e-02
1.113604081703195754e-02,2.361459108352873763e-03,-1.278175947443997533e-02
7.409758583600567841e-03,3.909274901332491191e-03,-1.103141433375943829e-02
8.945218275447313835e-03,-7.582052390325434016e-03,5.882912677036359825e-03
7.664338900669850907e-03,-7.042159288602807543e-03,-1.780457201802585621e-05
1.024441709277151488e-02,1.933072696487639569e-03,9.731873274138942709e-03
4.708705052869030863e-03,-1.138317645960905660e-03,-3.689535978825495346e-03
6.503268969858326011e-03,1.354624803663148636e-02,6.120508978928618053e-03
9.050227559873206054e-03,-6.565185621133935376e-03,1.950487436833318877e-02
9.674429844491029204e-03,2.930362384750652936e-03,6.708312328041144725e-03
8.647216547064316694e-03,1.732171726112463270e-02,5.523547957216001086e-03
1.242544259123540620e-02,-2.808200083323860244e-03,3.287096133542355327e-03
1.427765533134667079e-02,4.239387477408203091e-03,-4.930053283504566167e-06
6.577835468232587010e-03,1.328196179684914928e-02,1.093479183764639595e-02
7.704925332403273798e-03,8.300128246392562970e-03,-7.906865757389924115e-03
8.245662840267779792e-03,9.662899806146162812e-03,8.393192154262218291e-04
1.209591817576735617e-02,-4.845230489127931583e-03,6.747001185681551598e-03
7.554153385406129836e-03,-1.310858840167512633e-02,1.110878148202387554e-02
1.711627445600670885e-02,-1.155674491627512943e-02,-3.825877703354250807e-03
4.697582061919551577e-03,8.154088151235331858e-03,6.654340715402547006e-03
1.060249985739209790e-02,8.264993406700676601e-03,8.135956025769096669e-03
1.175414428035020248e-02,-4.751635916687456558e-03,1.301468725950297124e-03
3.759287824242601300e-03,7.303880951822047836e-03,2.806599891840367081e-03
4.858201560935849345e-03,5.873082243321294492e-03,-3.241644904003239142e-03
1.273554777633323365e-02,6.561711657725779676e-03,-1.474601918327078827e-02
3.416007036776136374e-03,-9.474836951974123164e-03,-9.166271925410441127e-03
1.038964649255182983e-02,-6.779156121509111524e-03,-5.592218842674730704e-03
7.755551166064359597e-03,3.323592341970769623e-03,-3.244444813364657284e-03
5.700205962536068933e-03,4.347854853886906450e-03,1.409204041082799327e-02
9.174270232162509697e-03,-2.924553668843527746e-03,-3.384283066586556230e-03
8.679616043185529178e-03,-1.181209280760095806e-02,3.388232175207471497e-03
9.014493483884482988e-03,3.013442801298022827e-05,8.196732999970653133e-04
5.485974199736783768e-03,-3.088356307532192854e-03,5.579940849364815707e-03
8.240018663040695260e-03,-2.004936829409939732e-03,4.142157498489441175e-03
6.942917370143604841e-03,-1.960956119419414705e-03,8.695957929472626288e-03
7.382438050645110349e-03,8.718940711246986330e-03,-1.020854839548051597e-02
8.259610718885633876e-03,5.120537508961612097e-03,1.566864726278108244e-02
4.428295548915761430e-03,-1.112952076465166355e-02,5.540657163878674567e-03
1.220805366329218676e-02,7.103018564955468697e-03,4.125241306922986136e-03
1.061749203542038285e-02,7.044043729021580783e-03,-1.731858040267186035e-03
1.017663392933969985e-02,-2.552043717248862666e-03,-2.308981825868707070e-03
9.094158552329124900e-03,9.854001787678779226e-03,-8.414095026205461320e-03
4.929077768239425658e-03,1.141184961354001215e-02,6.298558015853719487e-03
5.185559714668009842e-03,1.216173622974139196e-02,6.428940437683951757e-03
