Y1, Y2, Y3
2.705685986142755439e+01,-2.456376607383955601e+01,-6.596692669691782385e+01
-3.485723751026915807e+01,7.267603063623029769e+00,-6.466316682977927144e+01
4.013658901871296081e+01,6.561792403405403817e+00,-1.242710490331088202e+01
-3.719756060245163098e+01,7.302277946928082741e+00,-7.207269310262284989e+01
5.066729490050843054e+01,-7.028173749788273916e+00,-1.613129735775109097e+01
4.343436293602864851e+01,1.160553737460477564e+01,6.807848392656691772e+01
-4.801047108273868247e+01,4.586791497069552292e+01,5.015160517338177470e+00
-7.113247112483361434e+01,-4.018962276569559577e+01,-1.811826918934948694e+01
-1.560728358453514453e+01,6.209386151795106201e+01,-7.771460468003449584e+00
-3.785304122814369521e+01,8.728763262565951919e+00,-5.810151288058070662e+01
-7.001235807709798564e+01,4.013442048128048611e+00,-1.580590334341060377e+01
-4.164616933526951925e+01,1.328993160922274797e+01,-3.892513957118944745e+01
-2.563978983490092745e+01,4.975605130448411018e+00,-4.859682959789942913e+01
-1.846837978902824418e+01,4.770495407285105216e+01,-6.786783233316884711e+00
2.902084539450248712e+01,-1.911536452134472430e-01,4.037677222571569047e+01
-6.705735817921996045e+01,-1.555785133615228233e+01,6.545812110330041733e+00
3.795677814637982550e+01,7.409696758844543929e+00,-8.668554835858408580e+00
5.097044559862711566e+01,-3.117998354657175852e+01,3.410109499445925341e+00
-4.257356072243076994e+01,4.036175373427154156e+00,-7.424682371940892267e+01
-5.726183765670982950e+01,-2.588393054043316255e+01,-1.508721108796325794e+01
4.204150156217130530e+01,-1.457937702642842392e+00,4.870836770069820432e+01
4.664702068072803343e+01,8.670183184723347480e+00,5.624167842993774968e+01
-2.814273667926067901e+01,-9.449231049523978854e+00,6.631084689953921441e+01
6.095926144032626581e+01,-1.464040195076519879e+01,-2.730653560004811808e+01
4.740299422430726395e+01,-4.798518764873309550e+01,1.657758739689711547e+01
6.905664138181494138e+01,-1.650850693805951153e+01,-1.057158086165230593e+01
-2.866907524862583045e+00,4.711478250953617675e+01,8.174410842107793940e+01
2.634348230273643665e+01,-2.682058937471725812e+01,-6.466022502116292969e+01
4.255290375717504503e+01,7.240863496559469814e-01,5.925474680227669921e+01
-2.735374158906283526e+01,8.565631223973477759e+00,-2.021319801467050681e+01
2.756163389835370836e+01,4.548757280844568385e+01,3.565364276381301067e+01
1.481574153436346819e+01,-6.031214295582766027e+01,2.518543932908745830e+01
8.355686957024923700e+00,7.676863563485026987e+01,-7.602895157044578411e+00
-7.147674312398386576e+01,-4.773086579383384986e+01,5.331254441059019911e+00
2.266265555473993132e+01,2.691595308719841384e+01,2.935459557631494931e+01
2.987136201631821208e+01,2.315340712198759832e+01,-2.388758060533704963e+01
-4.802575923885416387e+01,4.999073336343241891e+01,5.969244209310155647e+00
3.200865627364852628e+01,1.830187742359365544e+01,2.673764465347013797e+01
-3.524357466543012851e+00,3.929211333644558124e+01,7.339302454477616777e+01
4.083056840943482513e+01,5.414865210065793910e+00,5.788853851586075194e+01
4.755950849012206305e+01,-3.067045135893505137e+00,-2.913493539091609108e+01
2.249355150935086911e+01,1.425776458227969812e+01,-8.151589838909583818e+01
-2.561880892053808978e+01,6.780535383990955722e+01,-9.665035739494006739e-01
3.174594721607011039e+01,-3.235521127182145573e+00,-8.085230576820212889e+01
-5.812339455574500136e+01,-5.616714553329643422e+01,-1.334258228685835057e+01
-5.125967267548946893e+01,3.676838027072175663e+01,6.090792945675825187e+00
-3.871010032794504241e+01,1.371415101912417889e+01,-5.336441028264578534e+01
-5.865348622351738150e+00,4.688622319116684878e+01,-8.827472402967867282e+00
4.189824563976151950e+01,7.281681857720117002e-01,-2.070557764996624428e+01
-2.137719866529137480e+00,6.282246178148643878e+01,-1.942043343583258164e+01
-1.388933658273204230e+01,1.910759165150988181e+01,2.215678541570215998e+01
-3.778343215123159382e+01,5.849616238197479134e+01,1.347026855920529975e+01
3.820798040432779175e+01,3.499613352372301023e+01,1.344221592650953845e+01
-1.575565858692603349e+01,1.140832191595307066e+01,6.771155042291238146e+01
-6.638941760818883608e+01,-3.634077289730351623e+01,-1.076595143378243158e+01
2.523977058018241237e+00,6.339548688449639968e+01,-2.801376311208388259e+00
3.032763511680310131e+01,-4.272917434179761642e+01,-1.165942159990257210e+01
4.213246173314951903e+01,-1.387560454175594371e+00,4.869236957581227188e+01
-3.300804321047750989e+01,4.962975763605877688e+01,2.639435268005434931e+00
5.184884434533046260e+01,8.680191583888926532e-01,-1.180986079213094264e+01
-5.340651606407235796e+00,3.033559802545319073e+01,7.540220684433245424e+01
-2.959658018547364122e+01,1.941912216314834350e+00,-4.716987542551220436e+00
4.574369921444801435e+01,1.052387411341927592e+00,-3.711833298138608939e+01
-2.440294441597738029e+01,1.553258320059963893e+01,6.929848733598052490e+01
-3.185735828861651076e+00,-1.708529595192563022e+01,2.974232353792892880e+01
4.020608428388249678e+01,-3.709607400636456109e+00,-3.444307456565624648e+01
-4.607604475766259355e+01,5.903564551530084969e+00,-6.811306560957231682e+01
2.581850509585057551e+01,-1.230752752643949677e+01,3.444830323794136717e+01
-3.826629556441007196e+01,3.988611083152646231e+00,-7.337483444060244153e+01
-2.359036810578091092e+01,2.537054851194523053e+01,-1.222835230585354260e+01
-1.691655827462263062e+01,1.610706418483366376e+00,7.092313452943804464e+01
4.592002626782030461e+01,4.151230699232994681e+01,4.010917803153630956e+01
-8.303334583907236777e+00,4.085026664959548981e+01,7.472306348652800523e+01
2.815363364798605517e+01,-8.331846539520190831e+00,-7.133825935191151757e+01
5.268800598907370158e+01,-4.661712595920138824e+01,6.946221648266321935e+00
4.843018227739396764e+01,9.490751342962720827e+00,5.482106384154778311e+01
5.081797608107217457e+01,3.338449883272070196e+01,4.684758600474098245e+01
3.230960835832146927e+01,4.384206940842428679e+01,3.795576952723720154e+01
-5.751499655033610026e+01,-5.563439274238963606e+01,-1.281496761734460144e+01
-3.722312461785123361e+01,-4.946784765678373219e+00,-2.984639386917200543e+00
3.507949977369040795e+01,4.106278689648993918e+01,1.988367255127515421e+01
1.667899449493603825e+01,8.546454889825026768e+00,4.226877866728504074e+01
-1.046401062764126522e+01,-4.904114299134672450e+01,-2.092888587824793589e+01
-2.443567029643708466e+01,2.739291476563417405e+01,-8.943580438658033316e+00
3.660662546633321313e+01,3.371379927678085586e+00,-1.074646520995449350e+01
3.027271929821213092e+01,3.678956250798348293e+01,3.318354082499156021e+01
-2.363027295457046151e+01,3.032165511622805099e+01,-1.126753671006740376e+01
1.445850780611263531e+01,2.380780103678411663e+01,2.492227430509426256e+01
2.328605844333569763e+01,1.203725853040003102e+01,3.927789122078407047e+01
4.985380583172046443e+01,5.482760062553294844e+00,5.891464338228157516e+01
1.192383523389371192e+01,3.186203739935573864e+01,3.403723023245734680e+01
-4.559543622826585363e+01,4.441809665597394741e+01,9.231163958433634686e-01
5.934562617397484274e+01,-4.030114783383976373e+01,2.404424033480741241e-03
5.741388261330666154e+00,-2.592568174541840875e+01,4.891578978021106394e+01
-7.877974299555845494e-01,5.992648463727065433e+01,-1.417196939521516974e+01
-2.534556843996138298e+01,1.645525079258025869e+01,7.307081441031211000e+01
-2.574452214514098358e+01,6.022920332049593384e+01,1.566846902748596904e+01
3.228440665645433683e+01,2.341997451377459782e+01,3.096936318521510501e+01
3.812219407716186481e+01,1.227398997949527804e+01,-7.723502840509003420e+01
3.845185980183759966e+01,-5.680663772042302639e+01,1.500345579150702768e+01
1.564792060460711731e+01,-4.904046539569893071e+01,-2.192972274136254285e+01
4.617000085012164590e+01,-4.537226720452485296e+01,1.467079088195098890e+01
-2.169682332774949884e+01,9.968592520272069990e+00,7.984311547933469910e+01
-2.379738777661351889e+01,-6.200605712479973164e+00,7.884018540411049969e+01
6.202504659610992377e+01,-3.582089666379782500e+01,4.962845290954981392e-01
-2.148576838484879303e+01,4.650843291948915237e+01,-2.251752107277505743e+01
-1.102979060015566670e+00,-4.869606175051358576e+01,-1.796873637675682644e+01
-4.254396823744437484e+01,1.529269530545419897e+01,-3.933341420136655842e+01
2.969647525232927165e+01,-2.715729547422083812e+01,-6.766100977665520588e+01
-3.142279294069739137e+01,-5.978986645835282943e+00,-3.878919071330086510e+00
-6.930156591020216084e+00,3.283950609045600544e+01,7.934180777095780002e+01
8.299532096275115123e+00,-2.237244003952005400e+01,4.718460754191981721e+01
-2.504381158731345636e+01,-6.781706632745878593e+00,6.205147265236779930e+01
6.234336285760100793e+00,7.356604331710339295e+01,-8.008928064749548881e+00
2.522085193082475385e+01,-6.225842002010562481e+00,-4.783937929909772180e+00
-3.167942475300464977e+01,1.758841200708512353e+00,-3.549952160734513029e+01
-4.054755815560753263e+01,4.301647406250894790e+01,7.816594039664373383e+00
-3.513275620823335288e+01,6.092081261936981740e+00,-6.661535884572393229e+01
9.187216820471716616e+00,-5.190451728045069046e+01,-7.900588733692820220e+00
-6.453427302888404427e+01,-4.375208537007463150e+01,-8.756868360748534252e-01
2.329322584249184658e+01,-2.290632281997327269e+01,-6.943946761693246117e+01
-6.591884194566395649e+01,-1.879157604189999375e+01,1.034874926849621346e+01
3.422983206488429175e+01,4.354959847847671028e+01,3.803776498893648750e+01
2.547419258268346809e+01,-5.965585508029627171e+00,-5.437169720425601760e+00
2.781245100289465455e+01,-5.792771355348349260e+01,1.985536670461790365e+01
5.606146962317785665e+01,-2.964280669092192255e+01,-1.861032332369533027e+00
-2.599527434125507952e+01,1.949927259066484453e+01,-5.610595810975271291e+01
4.212925229221327328e+01,-4.606882117668865817e+01,2.369730603626203091e+01
-8.133118918610408699e+00,2.671166107163302428e+01,7.155157378481533215e+01
2.778595595080990677e+01,-2.800590045579624032e+01,-6.733010532210019505e+01
6.230177342610785018e+01,7.764928542575620263e+00,-1.234357318591965225e+01
1.652410324146633158e+01,8.211181077867404809e+00,2.337730561462891643e+01
2.561515333714104514e+01,9.391568055415778105e+00,3.648996990531445306e+01
-2.019898189897567420e+01,-1.150999751016130368e+01,8.089194277398974009e+01
5.431724371272236596e+01,-4.355564347322156493e+01,5.153998820278681947e+00
4.682740994186279693e+01,5.004637436459290711e+00,5.428587017415391358e+01
-1.547536584000205018e+01,3.427666575727089082e+01,7.500824846081209785e+01
6.722898685111032080e+01,-2.275372674567312359e+01,-6.926066462822791259e+00
1.674916365578031829e+01,1.240791811437783032e+01,4.280610737545777056e+01
2.063534334369722600e+01,-5.643624535670879538e+01,4.066442876203075940e+01
-3.793406568388009958e+01,1.135569737976611115e+01,-6.142491947379380690e+01
3.471161654351448789e+01,3.832652550826837423e+00,3.405305236077955300e+01
3.374697957942908033e+01,1.914254505260545969e+01,2.955596890031079482e+01
-4.940257718628470229e+01,4.529939394763611915e+01,1.617591098344630751e+01
-8.497556349723302560e+01,4.499828556551096481e-01,-9.016567155779293685e+00
6.268801645188580807e+01,-5.708711147695932908e+00,-1.656750566413913361e+01
-5.997608532666800585e+01,-2.694631467291848637e+01,-1.681373038178114854e+01
-2.096000334640845963e+01,1.273676890274137286e+01,-2.311607931000554572e+01
-2.534496277192101843e+01,4.564694835505882509e+00,-4.777376939762127250e+01
9.882472419829644750e+00,-4.054531530952455398e+01,-2.491241984429394485e+00
-3.495526369317185811e+01,2.124014783780285853e+01,-4.499588925386051841e+01
2.569680082568995161e+00,-4.281664924733370725e+01,-2.679925437078510342e+01
-2.479308037781792962e+01,2.079871034043332401e+01,-5.433391816216793302e+01
2.385237758642682948e+01,-3.561103361493194797e+01,-2.411442500781125986e+01
3.085680739927753891e+01,-5.125052820248442487e+01,1.138298770524773396e+01
2.440539657221516379e+01,9.062407184068279165e+00,-7.266345227550867492e+01
2.506028219772375554e+00,-3.009687834775821003e+01,-2.734269641987981814e+01
3.145161461115721835e+01,3.931560716059659910e+01,4.300509471182073895e+01
-7.543460555907684295e+01,-6.757129663591651791e+00,-1.945345443288803366e+01
6.370011864776935795e+01,-3.077309747463563383e+01,-1.001058588298949203e+01
1.139380462081645007e+00,-4.665807425992836599e+00,-8.034268905754028367e+01
-3.754338234699223875e+01,5.152367752002505519e+00,-7.231031049323172510e+01
-2.573460446078212271e+01,-2.673367097917351387e+00,-3.799853459253282217e+00
-3.889869012181972607e+01,3.584023029535927218e+00,-7.295475562473735920e+01
-8.872906143458751949e-01,-1.099688904589157445e+01,-7.203247590392491873e+01
4.874001575459151780e+01,2.922983049695563196e+01,2.778891113911489441e+01
2.747469242554919333e+01,-1.862883724769188376e+01,-6.423409058516149628e+01
3.586583213960942373e+01,7.980879212295532987e-01,-3.707522948972694632e+00
-4.028045925508359915e+01,9.764509303466354595e+00,-4.187370636402381052e+01
-2.914926344428076277e+01,-3.995987855699543179e+00,6.913167384561168660e+01
2.214866701208443089e+01,1.157610687073096578e+01,4.033058204757271881e+01
-7.359838668183772370e+01,-3.100032264932708514e+01,-1.048584674842620856e+01
4.395641004420150466e+01,2.260867167201675798e+01,-3.652372181084177782e+01
-2.473521017309245451e+00,3.869908481553296298e+01,8.241768313867883933e+01
-3.798551172226458306e+01,3.539077157733769297e-01,5.624596143354593458e+00
-2.653167463928383185e+01,1.324020756880628547e+01,-5.803248853760297976e+01
-2.563997291856067307e+01,6.911817692312379968e+00,-1.732130150859899587e+01
4.484908788637527266e+01,3.018729838425436296e-01,-9.226813540454278595e+00
1.717783084149759532e+01,3.667372632895007456e+01,1.519494222970284625e+01
6.443387472453858322e+01,-2.518749325245141435e+01,-1.112739439543501518e+01
-6.418840038570247941e+01,-3.098422452639392688e+01,-3.558068140373395583e+00
4.744386277293184406e+01,3.799499967460582184e+01,2.087871377006839779e+01
4.380473889273373800e+01,3.827756542918778204e-01,5.810787355201020432e+01
2.685136090385435281e+01,-5.865388990528721536e+01,1.963105838564847261e+01
4.834279054172929335e+01,3.890633514532507320e+01,2.211583177289537971e+01
3.523034930798317532e+01,4.963153484727166997e+00,-1.257885354819356749e+01
3.509609522757983058e+01,3.713000570948628365e+01,2.763100382311735004e+01
2.473086135995267654e+01,-3.272165981318905636e+01,-7.673390376496793408e+01
3.784553196947478426e+01,1.528343540009911194e+01,-2.834546899746002424e+01
-3.530610406122061562e+01,-1.862418182316542925e+01,6.568977094223019719e+01
2.554005096222215698e+01,-6.062953582807747921e+01,2.227055081141277881e+01
3.870400095372011151e+01,-4.660341753024413691e+01,2.679121447420627788e+01
5.275781260686731144e+00,6.084442840559820098e+01,8.366969046986261205e-01
-5.223034128619956817e+01,-4.190194006464533771e+01,-2.092865489874960971e+01
-5.319474135549153004e+01,-3.861406234774926105e+01,-8.901644149928852556e+00
-3.506567474064314638e+01,5.331490740853275412e+01,4.963285712620843171e+00
-3.923521075144839898e+01,2.057839596068588239e+00,-5.466073661038720610e-01
-8.648711053935551263e+01,-5.832377582262489923e+00,-2.481866335127352485e+01
1.525725074616774712e+01,-3.922746169139580985e+01,-1.548410091967757651e+01
1.131941021495804378e+01,1.026386060255648935e+01,3.788795667597038630e+01
-3.981246165832931894e+01,-4.100045888949449768e+00,-1.062918636321665034e+01
-1.604702122551413623e+01,4.594604814626633527e+01,-7.110605749991340652e+00
4.500939601488656905e+01,-2.373247718407117901e+01,2.055822608957900144e+01
3.628520465141520646e+01,1.369013993487738645e+01,-1.929725915239377088e+01
2.416893490227451480e+01,-3.580369854325838475e+01,-2.440015615842981234e+01
1.993902361988537919e+01,-5.199738028217631580e+01,-6.719538298876904570e+00
-1.266669206234693945e+01,5.193262119916413866e+01,-1.454699257961810055e+01
3.965691181800760035e+01,4.246842900181549396e+01,4.146767642630155137e+01
-6.400895456824760288e+01,-2.399160263510236746e+01,-2.233246364014244278e+01
-6.227003566537705126e+01,-2.735817969322990706e+01,-1.193588200599092808e+01
3.031077401767170443e+01,-3.958883288620597352e+00,3.805591398390457414e+01
-3.390504248392284836e+01,1.843474971136107143e+01,-6.044804182142747351e+01
5.604484251324759470e+01,-3.048039941508841366e+01,-1.891129542018672005e+00
4.959739368824719463e+01,-2.941457762132876397e+01,-2.380773261379825811e+01
-1.045829641432453805e+01,-7.089768318960358329e+01,-5.122653892405375942e+00
-4.254843389870098247e-01,5.661438869218721948e+01,-1.509073620637724567e+01
-6.347841655743835787e+01,-1.248679969562286018e+01,-2.911901088428712114e+01
6.589216753487809797e+01,6.625162840745930204e+00,-4.752976047919542424e+00
3.778878790989325154e+01,8.224867686571712966e+00,-7.978163471431888354e+01
-8.831792403650176482e+00,-1.010360499036659654e+01,5.196891539659874582e+01
3.981281274483409760e+01,7.142269995453985665e+00,5.632271278950593540e+01
-7.288303331546966035e+01,5.154888563259519413e-02,-2.463507285188734386e+01
3.648768829844938466e+01,3.675711862962374710e+01,2.815941809897898906e+01
-3.457717469123272735e+01,4.630705209553636514e+00,-6.738632393120786901e+01
2.756310611069469374e+01,3.484088556456242713e+01,2.338739080435422579e+01
5.075499904852008370e+01,-3.176910377762393978e+01,4.118333386228452575e+00
-8.040661273547499377e+00,6.106720064925681868e+01,-1.070550975263531868e+01
-1.282183254020946350e+01,5.408948086396260635e+01,-1.687959978076942491e+01
-6.957348812968083962e+01,-2.249054633358718025e+00,-2.152428304980906404e+01
1.327455483856561536e+01,-2.920894573783400361e+01,-2.158071740738999722e+01
-6.094623541560206803e+01,-3.950398566301761605e+01,-1.627225464223734974e+01
-1.025624407867026378e+01,4.178276402997197891e+01,7.273201910104116052e+01
-4.713379395651019266e+00,-6.293197677740522522e+01,-4.484531351950288958e+00
2.574948398991600840e+01,-5.121249083161106341e+01,2.378108539760283335e+01
5.176516026087063516e-01,6.714367572072738710e+01,-6.391118929951018046e+00
-7.585957670597186286e+00,5.105034840471333979e+01,-6.663252610149367428e+00
3.812498495418289224e+01,1.906696856970392773e+01,2.321409338248911780e+01
-4.112648531969871613e+01,1.761808534002699744e+01,-5.730317847655095420e+01
2.505345843009315132e+01,-4.804094183932642892e+01,-4.173790788663272622e+01
-4.347162072258822718e+01,2.143837923314849547e+01,-4.347356994369508243e+01
4.557553275682454341e+01,-3.030894186024990944e+01,-1.201030748742768672e+01
2.174540758933312645e+01,1.505641040869242175e+01,-8.133171717948357582e+01
5.374834415863992376e+01,-8.110127904468303228e+00,-1.644819744566351716e+01
2.702417713374811470e+01,-3.035066031862830371e+01,-7.393822699437183132e+01
-3.397871068341618184e+01,1.823939964399604818e+01,-6.062544412879727673e+01
1.131773887017068070e+01,4.486514982579847555e+01,3.613957358529980723e+01
4.820848819748964331e+01,4.170173310273651168e+01,4.110147252226001058e+01
3.268233766578032373e+01,9.050911608522156371e+00,5.351422910786695297e+01
-3.763915343614174702e+01,2.894498126286154438e+00,-2.985750832230541363e+01
1.200057821655983936e+01,-3.884102011995877746e+01,-1.514603423779297842e+01
-6.458612011696138211e+01,-3.748421477211842756e+01,-2.044729532144724971e+01
-2.659402426250470342e+01,1.983752847343806991e+01,-5.642774110064370063e+01
-8.094983917900286485e+01,-3.205493366009894429e-01,-1.690406392162034521e+01
3.469531840504101461e-01,3.083509326189585664e+01,3.123581186441783331e+01
-1.275113225605901768e+01,5.068927271862168737e+01,-1.467950041580260923e+01
2.716041347758408975e+01,-5.871369270283088326e+01,1.911001580660605370e+01
4.621618056110516193e+01,3.644731903107363280e+01,4.752219243281052741e+01
-6.348798327940022546e+01,-2.475772661225758142e+01,-2.153758584275788124e+01
-2.931771240920488353e+01,-4.188202579702867467e+00,6.129016126961541744e+01
5.687840590317127010e+01,7.762828849353376803e+00,5.768114272398526055e+01
-3.785311435924776191e+01,6.065790602152670630e+00,-2.057228265982896431e+01
2.871611937988709684e+01,-2.835828223476082144e+01,-1.807669795637030674e+01
4.849956498880175104e+01,3.277642413268784338e+01,2.620496767054745746e+01
-8.455943752606378894e+01,9.055915776342324808e-01,-8.817365663307338508e+00
3.273096178072503903e+01,3.581516697760236667e+01,3.661457857898069790e+01
-5.904282328695693849e+01,-2.129701815964928002e+01,-2.256682736638392583e+01
2.897281100940675103e+01,-2.264393707064669314e+01,-6.419415024973194761e+01
4.766309634844981957e+01,1.391742203875275941e+01,3.777141767232679115e+01
1.998032554347651413e+01,3.536092050001958143e+00,-7.785291572947210170e+01
2.276694572614929868e+01,1.465992425864909876e+01,-8.099623660409739045e+01
-8.112457191372133991e+01,-2.214673009019151095e+00,-7.528164157029280545e+00
2.152573836039804733e-01,-4.175465752969906674e+01,-2.164448486658492499e+01
-2.194447622551703603e+01,-3.743989851317273576e+00,-2.090353749595401212e+01
-1.919072869683586546e+01,4.458015365524699547e+01,-1.981774081670566900e+01
-3.858078621247566531e+01,1.115576978349313109e+01,-6.224179183014182826e+01
3.421126938333099332e+01,1.153679328236919988e+00,-2.372827069714031456e+00
1.299724743800055826e+01,-2.103530699020145889e+00,2.852272085715387817e+01
3.863001408032560136e+01,7.665261272614714905e+00,-7.366180845470691452e+01
-7.023045703141990259e+01,-1.050920282900669633e+00,-2.582081076917823736e+01
-2.124790839204635162e+01,4.226918994032518384e+01,-1.641471717439711497e+01
2.103145496578085627e+01,-9.224304259731576749e+00,4.803382606880983730e+01
4.883287992838840808e+01,7.506232869629728910e+00,-1.216905745745219747e+01
5.429286578121162421e+01,4.409685495504903407e+00,-2.143747059054561177e+01
3.169848673641031667e+01,4.198829249065442193e-01,-8.805928956697877652e+01
2.194993752767770445e+01,-2.286432087447685646e+01,-7.299959738070037929e+01
6.586725412571362881e+01,-3.958851924567563074e+00,-1.406787480484482167e+01
-4.126934249881023931e+01,1.979426814966368298e+01,-6.671059750805224553e+01
1.133871202395816091e+01,4.580864057326416372e+01,3.597224240795575412e+01
-3.478522304377289487e+01,-1.537578326665660100e+01,6.404052302213784742e+01
1.750219984561721276e+01,-6.202991548406806288e+01,3.611419328148198815e+01
1.834672797468907035e+01,-1.024630947044781593e+01,-4.420209648926979185e+01
6.895778644705453075e+01,-2.044106229289810983e+01,-8.544402601262016006e+00
-1.942298705880155651e+01,4.070388640022380855e+01,-1.052812868283744585e+01
-4.227681401966671615e+01,3.317478447190229929e+01,4.632183042770169124e+00
4.123795201949276645e+01,3.718540581075016860e+01,2.108264271970056214e+01
3.772663167913120219e+01,1.521226263557080216e+01,-2.268684781698597419e+01
3.293009947121373671e+01,-2.665164720439200252e+01,-6.582221693493396231e+01
5.709619852969168186e+00,-2.604154549327336809e+01,4.899082119326868678e+01
-7.351692554394355739e+01,4.062701668333792426e+00,-5.537664402221069260e+00
1.662573435256664212e+01,-1.262341987363284623e+01,-7.559360243995455164e+01
-6.388520182656970192e+00,4.731923919723851668e+01,-8.498274955459406144e+00
-3.712837090864993428e+01,2.167894078102110100e+01,-4.479770577378706520e+01
-2.795178082394077279e+01,2.306954704972167747e+01,-5.339307289560960612e+01
-7.886373560935703608e+01,-1.106536337370556788e+00,-2.645335026474454310e+01
-3.483610777308676631e+01,2.186632146950676159e+01,-4.282073271673789350e+01
4.369283158072611428e+01,-3.491485258354429533e+01,7.924043767515326131e+00
3.884463963739965919e+01,5.241227852631575423e+00,-2.642835324253342577e+01
2.377035226768786558e+01,-2.809518163831586079e+01,-1.824177735065972072e+01
4.362908256517184213e+01,3.626495849865269605e+01,3.167560443732577724e+01
-2.643607336046305889e+01,6.605812507867059935e+01,-2.895062337565691202e+00
7.031769967296942525e+01,-1.668246829430670530e+01,-1.454268045106860185e+01
-1.613060854520380261e+01,1.532846975991270178e+00,6.857345361486596858e+01
4.567585695915687438e+01,-2.477841883992435612e+01,2.064023006264622495e+01
4.651178611498841065e+01,2.788815294600071493e+00,-3.760615989957242888e+00
-3.727417046376290699e+01,1.546561857308869570e+01,-5.176121580501597919e+01
6.065928629558403884e+01,1.779093422145168191e+01,-2.745257328646670558e+01
2.408161357220095766e+01,-3.200444559006692202e+01,-1.829254332586848264e+01
-4.154188203931499146e+01,2.192802504805579389e+01,-4.565594453541493891e+01
1.074513786075837274e+01,-2.771833488276650925e+01,-6.674560483821861112e+01
3.929330463016067654e+01,-5.588028435065645283e+01,1.563370300087112419e+01
-3.568583216551347448e+01,3.728221399853532958e+00,-2.193081978141921695e+01
2.687637664822526773e+01,-4.999573062433049664e+00,-8.527470163847047147e+00
-4.298659805185282323e+01,6.887316641203217848e+00,-7.382599533321327101e+01
5.668643228876897666e+01,-3.994665651141463059e+01,-3.613566647524570019e+00
7.064186879446616274e+01,-1.580224385846637247e+01,-5.246025002430623196e+00
-2.105215023354488224e+01,1.548905684835470531e+01,8.861695912406972298e+01
-4.257213586009366679e+01,-1.611269947675334180e+01,2.316551948468959310e+01
-1.590593271231006511e+01,-5.547042383416523137e+01,-1.083625672395820594e+01
5.256034619275789055e+01,-3.892967175663427071e+01,8.145543110521323626e+00
-2.340082559617373548e+01,2.005044748748342798e+01,-5.453768016127374807e+01
2.446833654747097597e+01,4.578725306066607459e+01,-1.373385218263761587e+00
2.593224644232811116e+01,4.252328649791441961e+01,2.636866965961110409e+01
5.435860524733973165e+01,7.688385755247042042e+00,5.941757913128223123e+01
-1.362580446930865996e+01,3.765001558117596403e+01,7.676850250299681022e+01
-7.205853185823117713e+01,-3.657245900840810293e+01,-2.328748557575119094e+01
-6.718965806315470957e+01,-2.245771909225238172e+00,-2.882306234099866060e+01
5.170622536894497756e+01,-5.186435017193627317e+01,1.892270157131848984e+00
1.253836340038250263e+01,-2.818097436058404881e+01,-6.585623982825518397e+01
-1.893125454801225871e+01,3.204728314624037466e+01,7.652503697174971364e+01
5.413796448096636738e+01,-9.496555937349215881e+00,-1.540671388485426796e+01
-2.561192676502906806e+01,9.373121182797223838e+00,6.279579821174009879e+01
3.911228776338025170e+01,5.686257840365238181e+00,-2.514126274333742472e+01
-4.985906190606438138e+00,6.141488180804252295e+01,-1.344686355546541634e+01
-6.853118760740117921e+01,4.041689019130311422e+00,-1.239367302165510232e+01
3.960124988257140899e+01,1.233169499793836366e+01,-7.633131850351800551e+01
